ASN.SITE.NO,DAY,MONTH,YEAR,DOC,A350,SR,BA,FI,HIX,HIXOHNO,C1,C2,C3,C4,C5,C6,C7,SUVA254,CHL,DISC,DO,FieldNotes,NH4,NO3,pH,SAL,S.COND,SRP,TDN,TDP,TEMP,TP,TSS,DIC,A254,DO.PER,PP,PN,PC,C1.Per,C2.Per,C3.Per,C4.Per,C5.Per,C6.Per,C7.Per
10,19,5,2021,9.943,6.735214389,0.880366835,0.699982211,1.368419836,10.99742719,0.916648796,1.827690575,1.619871905,1.48736289,0.438987631,0.359306988,1.024315285,0.472420117,3.251789255,2.167851814,0.1424,9.59,,,1210.16878,8.15,0.5,553,,,10.04047561,20.2,37.03789343,8.180929095,53.55,32.33254056,106.1,23.01949705,,,25.27941703,22.40500553,20.57222776,6.071788932,4.969698547,14.16765706,6.534205137
11,19,5,2021,4.896,2.498728745,1.015305051,0.76810953,1.360941396,6.809834597,0.871956315,0.55251461,0.474665021,0.471844318,0.159955843,0.109128712,0.457836787,0.249885466,2.763101889,1.480856086,1.2211,8.88,,,67.10522967,8.14,0.1,291.9,,,7.876195309,17.2,10.31048523,2.621750663,30.41,13.52814685,92.8,13.91315863,,,22.31633193,19.17194944,19.0580199,6.460693733,4.407761399,18.49224893,10.09299467
12,4,6,2021,2.464,2.247985228,0.844653982,0.734077686,1.389446438,10.1716379,0.910487611,0.662438988,0.512755878,0.306660105,0.205681679,0.161571248,0.270563654,0.154553318,3.737802041,1.572980007,0.2436,10.33,,,1021.270079,8.36,0.2,491.4,,,6.559777396,13.8,9.371033277,1.671186441,51.38,9.209944229,100.1,4.793420408,,,29.12812169,22.54640184,13.48415933,9.04403438,7.104453483,11.89696137,6.795867905
13,4,6,2021,4.213,4.307457293,0.904779596,0.610293975,1.478262729,12.73342725,0.927184964,1.003640223,0.72373806,0.644312611,0.270074787,0.172312015,0.395133575,0.194672369,4.055741965,2.034144404,0.2082,10.07,,,403.7345777,8.52,0.2,438.4,,,6.916772084,19.4,7.844423846,2.688695652,44.92,17.0868409,108.7,8.937111692,,,29.48515077,21.26212692,18.9287496,7.934313154,5.062218125,11.60831616,5.719125269
14,1,6,2021,6.87,3.836204184,1.052250853,0.924971748,1.398498715,5.10548942,0.836212967,0.9458482,0.818280618,0.773024337,0.237149524,0.206146224,0.827626229,0.602780862,2.819017587,51.94933799,,13.12,,,117.3706095,8.07,0.4,843,,,22.44604102,18.8,112.7577212,6.542056075,36.53,19.36665082,140.6,102.4134221,,,21.44364272,18.55151515,17.52549478,5.376496644,4.673610382,18.76339264,13.6658477
15,1,6,2021,13.6,11.37365757,0.871694231,0.707462651,1.397335909,14.20074499,0.934213751,3.276196716,2.705618292,2.901839531,0.744557404,0.665650543,2.197078117,0.612673348,3.871058972,2.987270009,0.0552,16.24,,,122.973331,8.49,0.6,1181,,,20.08095121,17.2,43.40268044,2.594074074,58.27,52.64640202,168.5,30.71652663,,,25.00223776,20.64787853,22.14533748,5.682076764,5.079900444,16.76696311,4.675605906
16,1,6,2021,4.599,3.477051762,0.92389368,0.737175225,1.297500877,12.26558528,0.924616971,0.891811668,0.73156066,0.721691787,0.20845273,0.163236982,0.594639044,0.209699923,3.443715596,2.715930601,0.1988,9.03,,,836.9005803,8.14,0.3,590,,,13.8781685,17.1,26.32814111,2.017804154,46.34,15.83764803,93.2,26.65735417,,,25.32769568,20.77652317,20.49624447,5.920114647,4.635975011,16.88791176,5.955535264
17,25,5,2021,25.67,28.30811842,0.85607066,0.610914327,1.297386525,19.78137872,0.951879997,6.775345741,3.802627904,7.762020197,1.544783307,0.86550379,3.66611836,0.695266967,4.434770928,10.39878709,0.0279,7.84,,,0,7.42,0.3,550,,,53.95082226,21.8,79.17231372,5.183625731,52.91,113.8405697,87.7,100.1969003,,,26.98086885,15.14287369,30.91001654,6.151655929,3.446620312,14.59926363,2.768701046
18,25,5,2021,4.183,2.71890229,0.949859246,0.638811508,1.482674296,11.19617058,0.91800705,0.581117711,0.454865216,0.649789972,0.053495314,0.064412102,0.506319658,0.178461294,3.142896864,3.256345285,0.6679,10.8,,,1404.72931,8.25,0.3,622,,,7.630761461,21.4,23.58024413,2.632926829,44.47,13.14673758,122.5,24.35489295,,,23.35249169,18.27897514,26.11211917,2.149734653,2.588430972,20.34669637,7.171552002
19,25,5,2021,9.155,4.949689345,1.049151581,0.73063078,1.454371799,10.48987282,0.912966835,0.947958414,0.737943491,1.133122036,0.077412998,0.096157707,0.813461934,0.355621749,2.798974271,11.55465316,,9.91,,,288.2713806,7.86,0.2,443.3,,,10.64290414,21.8,165.7193253,17.49677419,35.86,25.62460945,113.3,67.55272157,,,22.77827211,17.73187241,27.22752568,1.860138902,2.310551164,19.5464875,8.545152241
22,18,5,2021,5.306,5.389933076,0.864331538,0.617540139,1.168907412,12.4392944,0.925591332,0.967168891,0.777765784,0.685862598,0.196400494,0.14410282,0.385818326,0.224167271,3.903576574,1.288670896,,11.36,,,43.08346362,7.79,0.1,127.8,,,5.667290676,17.7,11.34388239,0.766976744,9.162,20.7123773,116.1,5.752875595,,,28.60357978,23.00206908,20.28407419,5.808455214,4.261775321,11.41040139,6.629645012
23,18,5,2021,5.656,3.973301436,0.8696169,0.641611333,1.378733241,18.60605865,0.948995358,1.111655735,0.8649604,0.697430556,0.281285449,0.204717363,0.504038485,0.148441566,3.242568561,0.844896161,0.1723,9.96,,,21.85764716,8.03,0.2,427.4,,,4.083126747,14.3,5.660198044,0.525084746,48.53,18.33996778,109.3,2.976937447,,,29.15795718,22.68731004,18.29311869,7.377921798,5.369594126,13.22057908,3.893519086
24,20,5,2021,5.221,2.582124212,1.024391914,0.764089031,1.334073614,5.791915727,0.852766135,0.532154475,0.485156843,0.416302702,0.175469837,0.107279292,0.394082428,0.275706296,2.634362156,0.916072048,,9.96,,,59.03475049,8.24,0.1,236.4,,,7.720010133,18.6,9.887731853,0.311857708,20.2,13.75400482,106.4,11.79993429,,,22.30178562,20.33218623,17.44661378,7.353674314,4.495912154,16.51539589,11.55443203
27,1,6,2021,2.533,1.623915,0.904840002,0.692489805,1.165460408,8.662553231,0.896507685,0.441752862,0.355146672,0.233921523,0.142164844,0.112879879,0.260039266,0.129732685,2.881002006,1.8083543,0.8182,11.7,,,843.2870603,8.47,0.3,544,,,5.109486475,15.8,17.21545712,1.071312804,51.24,7.29757808,117.2,5.307493236,,,26.36326777,21.19471684,13.96014893,8.48422313,6.736532415,15.51882374,7.742287174
28,31,5,2021,2.281,1.445628192,0.869245151,0.74954166,1.656562791,10.02302134,0.909280771,0.337406342,0.266579297,0.21348734,0.072406982,0.072678681,0.199528765,0.090574545,2.647398534,1.757258764,0.776,11.34,,,736.5026859,8.5,0.2,466,,,8.255502165,13.6,37.43716051,2.930047695,49.01,6.038716057,109.1,6.515865471,,,26.93514727,21.2810245,17.04269373,5.780249183,5.801938872,15.92838075,7.230565696
29,18,5,2021,14.22,12.25224807,0.880346529,0.627036633,1.316644649,15.94615277,0.940989556,3.144010494,2.454276283,2.755109184,0.822741984,0.506379663,1.63943918,0.481538549,3.852715122,0.672422874,0.0763,11.49,,,23.77010474,8.38,0.3,534,,,11.55770303,19.6,14.25618346,1.033913043,54.14,54.78560903,126.4,7.043323564,,,26.63626666,20.79279241,23.34146883,6.97032498,4.290082287,13.88943811,4.079626716
31,25,5,2021,11.12,9.103161615,0.946064276,0.682240559,1.23645518,11.46339684,0.919765052,1.989398583,1.7296505,1.586369765,0.448913662,0.357804427,1.174528555,0.481758193,3.564325921,1.666372336,,13.87,,,15.89057045,8.53,0.2,509,,,8.813306366,23.8,30.22686673,1.085328836,41.74,39.63530424,165.3,12.45966618,,,25.60878067,22.26514117,20.42074209,5.778696943,4.605881987,15.11926489,6.201492255
32,31,5,2021,5.006,3.238624535,0.916765655,0.80917355,1.277726005,9.424972835,0.904076489,0.982587371,0.763929669,0.69583036,0.248994073,0.22282848,0.692187198,0.28369011,3.09355227,3.065887848,0.6017,10.03,,,1568.201342,8.26,0.3,651,,,13.00799395,16.4,40.74872866,7.323160763,49.1,15.48632266,103.2,24.80153168,,,25.25900858,19.63805625,17.8874526,6.400798146,5.728168966,17.79379919,7.292716272
34,31,5,2021,4.036,2.227046312,0.927625869,0.885937242,1.46883148,6.742863396,0.870848813,0.700035304,0.623763302,0.400119226,0.183262051,0.214493929,0.54947435,0.293812249,2.590542857,1.439557224,0.0974,10.46,,,1082.071097,8.17,0.4,735,,,6.559777396,14.8,17.00408043,5.255045872,57.4,10.45543097,102.7,16.68844746,,,23.61027491,21.03782903,13.49492642,6.180927427,7.234293174,18.532266,9.909483038
35,31,5,2021,5.56,3.993101754,0.887953574,0.716195442,1.408337732,12.64937184,0.926736555,1.133293154,0.884789751,0.875077609,0.231448211,0.238498046,0.803763363,0.243833993,3.324624968,2.440775387,0.1972,10.88,,,922.4791795,8.24,0.4,767,,,13.43192514,13.2,31.37769538,12.7505618,58.72,18.48491482,103.8,25.13459626,,,25.69415499,20.06005675,19.83986193,5.247420911,5.407255598,18.22301701,5.52823281
36,20,5,2021,9.483,8.168319829,0.873378732,0.647914619,1.328501223,16.70646984,0.943523469,2.346395656,1.916545037,1.854657239,0.56184196,0.432002938,1.133757483,0.368542691,3.773833399,2.042434298,0.0245,8.37,,,3.391693042,8.02,0.4,714,,,15.39539593,18.7,20.50353897,2.397752809,60.84,35.78726212,89.8,18.35946024,,,27.24014002,22.24985162,21.5313742,6.522622741,5.015275449,13.16219305,4.278542919
37,18,5,2021,2.17,1.574051848,0.855334352,0.792934636,1.254351795,9.87682449,0.908061401,0.403214455,0.314432139,0.271851016,0.064179401,0.080511112,0.230305614,0.148696347,3.036117984,2.018771172,0.4735,13.68,,,1184.956288,8.52,0.2,464.4,,,6.046597532,17.7,11.67269057,2.288852459,45.67,6.588376025,141.7,14.60370276,,,26.64664932,20.77942109,17.96542408,4.241331074,5.320621146,15.21987335,9.826679947
38,18,5,2021,12.95,12.35627174,0.886565738,0.635564147,1.311809434,18.95417251,0.949885168,3.098562375,2.314255779,2.615276445,0.702800111,0.469200235,1.424867215,0.42858821,4.11566295,0.452575571,0.2445,10.34,,,38.89331659,8.06,0.2,505,,,20.17019988,15.7,32.31714734,1.924875622,50.99,53.2978352,104.8,16.02145868,,,28.03228168,20.93676422,23.66005815,6.35813913,4.244792119,12.89058417,3.877380533
39,31,5,2021,5.079,3.157934589,0.915796281,0.724186236,1.385178128,9.438877854,0.904204263,1.031298505,0.845157105,0.629816924,0.294543319,0.257343792,0.654579495,0.276420478,2.949318703,2.588775061,0.0309,18.58,,,358.398976,8.6,0.3,637,,,7.340703277,19.3,22.1006073,5.474698795,52.98,14.97958969,200.9,16.35301484,,,25.85252543,21.18634464,15.78821066,7.383593221,6.451077839,16.40895721,6.929291001
40,31,5,2021,3.078,1.997158107,0.923107338,0.857405892,1.426085024,7.835655275,0.886822203,0.569343403,0.451457192,0.372077122,0.151223369,0.139134438,0.419349307,0.194764279,3.027249819,1.71402578,0.7321,10.84,,,1572.156178,8.37,0.3,560,,,6.6267139,16.7,18.90647065,4.644148936,48.16,9.317874943,111.3,11.99656999,,,24.78262449,19.65122279,16.19593298,6.582515839,6.056303649,18.25361697,8.477783275
41,1,6,2021,11.13,2.573968209,0.853224775,0.911079638,1.249882606,5.846604342,0.853942195,0.671599254,0.484314432,0.514501433,0.18304275,0.181305645,0.93874937,0.329286816,1.066564885,2.05411438,0.0337,12.26,,,1714.704389,8.28,0.7,1465,,,18.36291428,17.7,36.26284556,11.47223587,39.61,11.87086717,128.2,15.73804371,,,20.3342411,14.66375428,15.57773644,5.542048174,5.489453233,28.42283683,9.969929947
42,1,6,2021,4.525,2.649300982,0.962063982,0.817340138,1.359492376,5.125315079,0.836743092,0.703273478,0.564470627,0.485440001,0.179943424,0.197475119,0.838411151,0.394242155,2.729131411,4.973543067,,13.12,,,1445.702773,7.84,0.7,1353,,,11.44614219,15.3,31.98833916,2.348283753,39.87,12.34931963,130.8,26.41104246,,,20.91049528,16.78345729,14.4336324,5.35027445,5.871545957,24.92855622,11.7220384
43,25,5,2021,3.247,3.072169284,0.898980143,0.647036078,1.259651013,6.927332,0.873854154,0.720180786,0.59270375,0.42110094,0.184608848,0.14784191,0.189573305,0.304617406,3.63249529,1.742058651,0.444,7.84,,,135.6340128,8,0.2,399.3,,,10.84371365,17.1,34.57183204,2.202446483,40.85,11.79471221,81.6,16.14975651,,,28.1251741,23.14682158,16.44522803,7.209517498,5.773660623,7.403394117,11.89620405
44,4,6,2021,2.741,2.515433505,0.875329355,0.633260668,1.218751271,13.06314035,0.928892127,0.653177572,0.489161723,0.428918856,0.138847197,0.12892382,0.304476489,0.135147838,3.721855871,1.145336593,0.2695,9.9,,,309.5010139,8.26,0.2,435.8,,,4.841740459,14.5,5.448821354,1.851333333,44.08,10.20160694,96.9,5.340854331,,,28.66506793,21.46713945,18.82334705,6.093387914,5.657894921,13.36212328,5.931039448
45,20,5,2021,3.39,2.757549969,0.895563391,0.715737145,1.230332072,11.07048567,0.917153292,0.778028852,0.623924393,0.507417485,0.204637584,0.172210061,0.375450418,0.197769657,3.494246275,3.102401126,0.637,8.22,,,412.8068635,8.15,0.3,532,,,8.76868203,16.3,17.56775161,3.922167488,50.46,11.84549487,83.9,14.11538126,,,27.20914841,21.81982246,17.74535434,7.156565452,6.022513294,13.13021507,6.916380978
46,3,6,2021,5.963,2.579466494,1.041979402,0.824883871,1.561190197,4.772066124,0.826751811,0.449980254,0.304397616,0.403053148,0.036238627,0.078499031,0.326657885,0.386215266,1.831906303,3.707741432,0.2506,8.08,,,599.3585128,9.48,0.1,256.3,,,21.66511514,20,43.23827635,5.320754717,17.21,10.92365729,88.9,52.90248377,,,22.66855276,15.33456936,20.30451662,1.825585067,3.954527826,16.45596988,19.45627849
47,3,6,2021,5.619,4.048711535,0.946614544,0.789586222,1.410572162,6.636474086,0.869049513,1.111313107,0.90080206,0.881339511,0.250102406,0.22998911,0.673026043,0.487745757,3.216952086,5.091018184,,10.28,,,1807.770044,8.37,0.3,515,,,15.44002027,21.7,23.72116193,5.908275862,41.97,18.07605377,116.2,19.62266734,,,24.50893625,19.86631862,19.43709092,5.515766792,5.072187486,14.84293877,10.75676116
48,3,6,2021,3.238,2.126542044,0.905614663,0.787867693,1.504323149,7.547110956,0.883001402,0.549379205,0.456033174,0.326630089,0.091569877,0.139032346,0.298443946,0.219726214,2.760916422,3.525553342,0.2013,10.82,,,1404.903643,8.05,0.2,492.5,,,12.7625601,18.8,20.12775819,5.656190476,45.31,8.939847375,115.4,28.88694454,,,26.40211864,21.91608607,15.69722021,4.400673927,6.681629817,14.34264784,10.55962349
49,1,6,2021,2.587,1.800702364,0.915707338,0.743497825,1.196913841,3.077173423,0.754732042,0.461896813,0.462544473,0.295468456,0.11979783,0.098153395,0,0.429479885,3.05817273,2.571286412,0.3243,11.62,,,695.0149636,8.51,0.3,654,,,6.046597532,16.8,13.45764929,2.035964912,47.08,7.911492852,119.4,9.535343343,,,24.73553835,24.77022192,15.82295249,6.415423844,5.256319165,0,22.99954423
50,20,5,2021,4.091,2.137160537,1.039571567,0.671740333,1.241907175,6.780747562,0.871477645,0.385483591,0.301356872,0.398985288,0.068073706,0.054761271,0.328149282,0.192208233,2.751751047,0.417487062,1.245,10.6,,,17.91784098,8.28,0.1,277.4,,,5.756539348,18.6,10.82718381,1.997560976,26.47,11.25741353,113.3,9.391098085,,,22.29494064,17.42936337,23.07582872,3.937130553,3.16718876,18.97893692,11.11661103
51,3,6,2021,4.34,2.915189476,0.944834668,0.644511925,1.369706881,8.152593252,0.890741348,0.699877166,0.586748849,0.528528622,0.154805114,0.146560201,0.447837642,0.259371205,2.980543902,7.203413367,0.1137,8.59,,,167.7162142,8.33,0.2,454.7,,,7.586137125,18.16,26.21070962,4.285875706,42.98,12.93556053,89.8,31.74306262,,,24.78556603,20.77922104,18.71740026,5.482293982,5.190307269,15.85979653,9.185414883
53,3,6,2021,3.864,2.671176266,0.867007635,0.815053879,1.4754232,9.843937839,0.907782577,0.78046492,0.627844315,0.460511477,0.143419503,0.201405795,0.538733889,0.243123965,3.034306621,3.765835521,1.728,14.14,,,3443.411535,8.21,0.3,679,,,45.09289156,18.54,61.51061692,15.52111111,50.85,11.72456079,150.95,42.85237672,,,26.05454561,20.95955616,15.37342291,4.787825669,6.723603245,17.98475025,8.116296154
54,4,6,2021,4.151,3.417735873,0.885786932,0.708410091,1.510697854,7.057392421,0.875890369,0.938953452,0.63334847,0.759879743,0.141967296,0.161554406,0.286618333,0.350465031,3.365161654,2.676351109,2.668,7.18,,,2452.955789,8.2,0.3,584,,,10.70984065,19.5,42.74506407,6.0425,56.19,13.96878603,77.6,24.34291373,,,28.68972315,19.35196279,23.21812588,4.337810779,4.936294949,8.757623278,10.70845917
55,3,6,2021,4.945,4.359498634,0.814443189,0.672390611,1.506649661,9.375991508,0.903623668,1.575611953,1.119900609,0.951212251,0.363118471,0.340442047,0.446098223,0.441466883,3.67713273,5.781802044,0.0048,7.54,,,2551.551527,8.13,0.4,829,,,36.4134582,17.9,76.42441675,18.94307692,62.94,18.18342135,78.8,51.73639337,,,30.0812704,21.38091995,18.16035533,6.932585702,6.499651937,8.516818652,8.428398032
1,28,7,2021,9.752,8.917436768,0.876283308,0.630534102,1.358506872,17.55927499,0.946118585,2.014990646,1.671688402,1.475412182,0.407464833,0.341229973,0.846162238,0.315574965,3.795073745,15.32785805,,5.72,,,49.97742524,7.61,0.2,460,,,16.28788265,24.1,16.51086815,0.998888889,50.4,37.00955916,67.9,16.73851849,76.99605159,617.1941636,28.49040686,23.63637907,20.86118535,5.761237108,4.824727486,11.96407858,4.461985555
2,26,7,2021,11.28,9.922672643,0.838751775,0.57362819,1.353663698,19.62116773,0.951506141,2.884151849,2.26347425,2.030031207,0.521291478,0.507049817,0.768437696,0.387555482,3.529917838,4.482735916,0.3082,6.14,,,1117.726467,7.77,0.3,599,,,26.37298259,19.3,31.11934609,1.622847682,65.63,39.81747321,66.7,7.919802246,37.77401129,308.2669987,30.80703249,24.17727235,21.68375336,5.568168514,5.416046378,8.208057794,4.139669112
3,26,7,2021,20.38,20.56163162,0.852686585,0.605006296,1.36083695,17.18399883,0.945006596,5.07869182,3.82184205,3.577695631,1.054732774,0.929890894,1.777850635,0.728349599,4.084240793,12.55476635,,0.65,,,53.98208052,7.11,0.3,527,,,20.68337975,21,35.27642101,3.784615385,63.5,83.23682736,7.2,23.69852861,142.0902403,773.0495658,29.92914042,22.52242337,21.08364884,6.215625286,5.479922018,10.47701715,4.292222916
4,26,7,2021,13.04,12.23868817,0.839580322,0.595046738,1.362807358,16.60718368,0.943205,3.078161375,2.341354424,1.756571206,0.784733609,0.553029209,0.815902393,0.391327403,3.921329342,10.27241384,,5.78,,,102.1962076,7.54,0.2,388.5,,,7.206830269,21.7,25.69401104,18.03156028,43.75,51.13413462,65.9,17.17844465,163.918861,2221.730668,31.66480983,24.08533328,18.06971319,8.072494411,5.68896903,8.393125299,4.025554961
5,26,7,2021,19.59,19.32408886,0.827667187,0.603072816,1.31564715,22.05026962,0.95661656,5.58036864,3.776238027,3.946435248,1.41958223,0.962398314,2.032501201,0.542396473,4.086556931,2.394336359,,1.6,,,45.08139713,7.47,0.3,568,,,41.50063251,21,35.88706478,0.692913386,66.78,80.05565027,18,9.827295635,126.5243401,1591.951748,30.56075054,20.68047395,21.61255481,7.774306893,5.270550512,11.13094245,2.970420842
6,26,7,2021,14.2,12.89004623,0.858745832,0.622019529,1.292082017,19.74273493,0.95179035,3.713855155,2.894280108,2.661683511,0.612639255,0.685054845,1.541739275,0.477192551,3.763516825,4.653925019,1.6131,10.97,,,1581.042118,8.15,0.3,606,,,24.23101446,23.6,17.6382105,5.253333333,60.47,53.44193891,128.4,12.42008459,50.96434892,485.3102931,29.50678483,22.9952157,21.14722286,4.867452802,5.442798671,12.2492039,3.791321235
7,26,7,2021,19.61,19.54894509,0.828598916,0.605245225,1.331600431,18.93105773,0.949827048,6.602428114,4.120900387,5.074759653,1.739882414,1.10414815,2.443850657,0.698486063,4.144001034,1.802780229,0.1091,7.21,,,17.35768935,7.7,0.3,597,,,14.90452823,23.9,12.37727954,2.556930693,66.73,81.26386027,84.9,6.50061789,38.54398823,410.8551108,30.3079787,18.9167014,23.29532481,7.986807012,5.068513892,11.21832338,3.20635081
8,28,7,2021,13.95,12.81014013,0.849501637,0.629245192,1.398035056,17.71290929,0.946560955,3.487724588,2.671707981,2.281712158,0.802856785,0.674289784,1.205170586,0.477581936,3.889104591,14.40256322,0.0829,5.26,,,513.0383687,7.62,0.3,576,,,43.28560595,20.4,100.2395239,21.71214286,63.63,54.25300905,62.8,61.54344477,508.2750635,5686.172869,30.063886,23.02989303,19.66816258,6.920556436,5.812319945,10.38846681,4.116715213
9,28,7,2021,12.46,11.32248814,0.847154186,0.670867826,1.385886676,16.30230046,0.942204217,3.331396139,2.562062505,2.206878506,0.812236331,0.66480589,1.390328578,0.50062739,3.802044706,6.243968792,,5.88,,,128.2258651,7.59,0.3,629,,,13.1864913,22.6,15.78279289,1.869411765,68.42,47.37347703,68.6,11.65387088,69.223337,1010.315015,29.04864604,22.34031732,19.24323313,7.082425712,5.796882198,12.12319432,4.365301285
10,26,7,2021,13.4,11.46505131,0.82305432,0.637581611,1.320301905,15.06176735,0.937740351,3.704311884,3.019157746,2.701225304,0.791107034,0.749758062,1.575027455,0.607732814,3.717641405,4.537157718,0.7132,11.33,,,1611.58277,8.1,0.3,567,,,12.74024794,23,15.78279289,3.262897527,60.11,49.81639483,131.1,9.552627258,44.05540213,431.1208428,28.1732708,22.96230756,20.54426149,6.016791618,5.7023106,11.97892521,4.622132714
11,26,7,2021,6.323,4.196943182,0.968971428,0.670317708,1.415594211,12.48713919,0.925855292,0.983472194,0.831255918,0.982513118,0.148942281,0.139676935,0.759217623,0.246348314,3.172704286,5.639671228,,10,,,102.6319673,8.38,0.1,248.2,,,8.077004821,24.9,9.136170287,3.011594203,23.49,20.0610092,119.7,11.75894869,53.58312336,416.2366367,24.03739191,20.31702003,24.01395078,3.640350995,3.413893402,18.55630656,6.021086316
